filename,class_name,threshold,pred_area,iou,dice,precision,recall,f1,pixel_accuracy,specificity,tp,fp,fn,tn
to_label_33.jpg,ALGAL_LEAF_SPOT,0.1,0.010602678571428572,0.11855203619373068,0.21197411002378747,0.4924812029149472,0.13505154638479117,0.21197407623624615,0.9611766581613497,0.9944025209366564,262,270,1678,47966
to_label_33.jpg,ALGAL_LEAF_SPOT,0.2,0.009566326530612245,0.11675126903014531,0.209090909082269,0.5270833332235243,0.13041237112729834,0.20909087727252723,0.9618542729572667,0.9952939713056735,253,227,1687,48009
to_label_33.jpg,ALGAL_LEAF_SPOT,0.3,0.00896843112244898,0.11682242990108307,0.20920502091174875,0.5555555554320988,0.1288659793748007,0.2092049903363081,0.9623325892837964,0.9958537192118005,250,200,1690,48036
to_label_33.jpg,ALGAL_LEAF_SPOT,0.4,0.008649553571428572,0.1161259990542489,0.20808761582948243,0.5691244238319989,0.1273195876223031,0.20808758594213644,0.9625318877531838,0.9961232274628988,247,187,1693,48049
to_label_33.jpg,ALGAL_LEAF_SPOT,0.5,0.008330676020408163,0.1143667296732341,0.20525869379960737,0.5789473682825484,0.12474226803480709,0.20525866462198294,0.9626514668348162,0.9963512729061358,242,176,1698,48060
to_label_33.jpg,ALGAL_LEAF_SPOT,0.6,0.007772640306122449,0.11376673039609146,0.20429184548479434,0.6102564100999343,0.12268041236481028,0.20429181760298046,0.9630500637735908,0.9968488266004709,238,152,1702,48084
to_label_33.jpg,ALGAL_LEAF_SPOT,0.7,0.007453762755102041,0.1108977436336583,0.19965427829733562,0.6176470586583831,0.11907216494231586,0.19965425118825392,0.9630899234674684,0.9970354092358465,231,143,1709,48093
to_label_33.jpg,ALGAL_LEAF_SPOT,0.8,0.006875797193877551,0.10922330096557169,0.19693654266096558,0.6521739128544423,0.11597938143732064,0.1969365170146886,0.9634287308654268,0.9975122315262511,225,120,1715,48116
to_label_33.jpg,ALGAL_LEAF_SPOT,0.9,0.006058673469387755,0.1037875061434438,0.18805704098983705,0.6940789471401055,0.10876288659233181,0.188057017557538,0.9636878188756304,0.9980719794323781,211,93,1729,48143
to_label_339.jpg,ALGAL_LEAF_SPOT,0.1,1.992984693877551e-05,0.0,0.0,0.0,0.0,0.0,0.9767219387735636,0.9999795955824441,0,1,1167,49008
to_label_339.jpg,ALGAL_LEAF_SPOT,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_339.jpg,ALGAL_LEAF_SPOT,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
